taxa,bay,month,day,year,abund,male,female,repro,eph,density,volume,mean_temp_C,temp_var,conductivity,pH,hydro_days,soil,canopy,area_ha,sample_date,species,genus,family,order,class,phylum,ID_specificity,broad_group,general_diet,functional_feeding_group,diet_specifics,diet_internet_source,size_mm,size_source
Microcyclops sp.,11,5,7,2009,15,0,0,0,0,3.98,3769.911,10,14.7,33.69,5.23,281,terrace,open,0.77,5/7/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,9,12,30,2009,2,0,0,0,0,0.77,2591.814,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,12/30/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,44,5,14,2009,11,0,0,0,0,8.82,2984.513,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,5/14/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,9,6,18,2009,12,0,0,1,0,12.73,942.478,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,6/18/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,8,17,2010,32,0,0,0,0,14.55,2199.115,11.1,17.2,27.49,5.05,274,terrace,open,0.49,8/17/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,9,30,2009,4,0,0,0,0,0,NA,10,14.7,33.69,5.23,281,terrace,open,0.77,9/30/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,10,28,2009,1,0,0,1,0,0.85,1178.097,10,14.7,33.69,5.23,281,terrace,open,0.77,10/28/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,7,21,2010,4,0,0,0,0,2.07,3612.832,11.1,17.2,27.49,5.05,274,terrace,open,0.49,7/21/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,9,12,9,2009,1,0,0,0,0,0.44,2277.655,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,12/9/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,6,18,2009,35,0,0,0,0,24.11,4005.531,10,14.7,33.69,5.23,281,terrace,open,0.77,6/18/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,6,25,2009,7,0,0,0,0,3.07,2277.655,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,6/25/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,7,3,26,2009,1,0,0,1,0,0.49,2042.035,10.2,20,31.08,5.21,196,terrace,forrested,2.51,3/26/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,7,8,2009,10,0,0,2,0,4.9,2042.035,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,7/8/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,2,18,2009,3,0,0,0,0,2.67,2277.654,12.6,20.5,29.17,4.91,365,sand,open,4.01,2/18/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,7,2,12,2009,3,0,0,1,0,1.69,4319.69,10.2,20,31.08,5.21,196,terrace,forrested,2.51,2/12/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,8,11,2010,12,0,0,0,0,10.09,2513.274,12.6,20.5,29.17,4.91,365,sand,open,4.01,8/11/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,6,30,2010,1,0,0,1,0,0.28,3612.832,12.6,20.5,29.17,4.91,365,sand,open,4.01,6/30/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,10,21,2010,6,0,0,3,0,6.77,3298.672,12.6,20.5,29.17,4.91,365,sand,open,4.01,10/21/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,40,9,9,2010,1,0,0,0,0,0.19,5340.708,10.3,20.5,41.58,5.55,365,upland,open,5.26,9/9/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,66,4,14,2010,1,0,0,0,0,0.53,1884.956,10.8,21.2,34.4,5.26,201,sand,open,11.29,4/14/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,6,23,2010,5,0,0,2,0,3.18,1570.796,11.1,17.2,27.49,5.05,274,terrace,open,0.49,6/23/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,40,12,15,2009,1,0,0,0,0,0.24,4084.07,10.3,20.5,41.58,5.55,365,upland,open,5.26,12/15/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,1,15,2009,1,0,0,0,0,0.22,4476.77,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,1/15/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,6,25,2009,5,0,0,1,0,6.37,785.398,12.6,20.5,29.17,4.91,365,sand,open,4.01,6/25/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,40,12,2,2009,3,0,0,0,0,1.03,2905.973,10.3,20.5,41.58,5.55,365,upland,open,5.26,12/2/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,40,11,11,2009,4,0,0,0,0,2.37,4162.61,10.3,20.5,41.58,5.55,365,upland,open,5.26,11/11/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,8,6,2009,4,0,0,0,0,9.26,431.969,10,14.7,33.69,5.23,281,terrace,open,0.77,8/6/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,7,2,2009,25,0,0,5,0,27.59,1727.876,11.1,17.2,27.49,5.05,274,terrace,open,0.49,7/2/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,1,15,2009,3,0,0,0,0,0.87,6911.504,10,14.7,33.69,5.23,281,terrace,open,0.77,1/15/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,5,14,2009,11,0,0,2,0,9.71,5811.946,12.6,20.5,29.17,4.91,365,sand,open,4.01,5/14/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,9,7,21,2010,7,0,0,7,0,3.2,4555.309,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,7/21/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,11,4,2010,2,0,0,0,0,1.48,3298.672,12.6,20.5,29.17,4.91,365,sand,open,4.01,11/4/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,9,5,19,2010,1,0,0,1,0,0.42,2356.194,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,5/19/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,5,30,2010,1,0,0,0,0,0.3,3298.672,10,14.7,33.69,5.23,281,terrace,open,0.77,5/30/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,7,5,5,2010,5,0,0,1,0,2.12,2356.194,10.2,20,31.08,5.21,196,terrace,forrested,2.51,5/5/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,44,6,17,2010,1,0,0,0,0,0.45,2199.115,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,6/17/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,7,7,2010,17,0,0,5,0,19.68,863.938,10,14.7,33.69,5.23,281,terrace,open,0.77,7/7/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,12,9,2009,1,0,0,1,0,0.42,2356.194,11.1,17.2,27.49,5.05,274,terrace,open,0.49,12/9/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,9,8,4,2010,21,0,0,4,0,6.68,3141.593,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,8/4/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,6,18,2009,1,0,0,1,0,0.49,2042.035,11.1,17.2,27.49,5.05,274,terrace,open,0.49,6/18/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,44,6,30,2010,1,0,0,0,0,0.45,2199.115,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,6/30/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,5,30,2010,2,0,0,2,0,0.64,3141.593,11.1,17.2,27.49,5.05,274,terrace,open,0.49,5/30/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,9,16,2009,1,0,0,0,0,0.3,3298.672,12.6,20.5,29.17,4.91,365,sand,open,4.01,9/16/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,2,17,2010,1,0,0,0,0,0.13,7696.902,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,2/17/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,9,1,27,2010,2,0,0,0,0,0.69,2905.973,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,1/27/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,11,18,2009,5,0,0,1,0,2.53,3691.371,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,11/18/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,12,29,2009,1,0,0,0,0,0.28,3534.292,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,12/29/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,8,17,2010,1,0,0,0,0,0.91,1099.557,10,14.7,33.69,5.23,281,terrace,open,0.77,8/17/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,7,2,26,2009,5,0,0,0,0,1.74,NA,10.2,20,31.08,5.21,196,terrace,forrested,2.51,2/26/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,5,14,2009,11,0,0,0,0,3.59,3063.053,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,5/14/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,9,3,10,2010,2,0,0,1,0,0.69,2905.973,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,3/10/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,7,5,7,2009,2,0,0,1,0,1.26,3298.672,10.2,20,31.08,5.21,196,terrace,forrested,2.51,5/7/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,2,10,2010,2,0,0,1,0,0.29,6990.044,10,14.7,33.69,5.23,281,terrace,open,0.77,2/10/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,3,19,2009,4,0,0,1,0,1.13,3534.292,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,3/19/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,9,2,2009,7,0,0,0,0,3.49,5105.088,12.6,20.5,29.17,4.91,365,sand,open,4.01,9/2/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,9,5,7,2009,6,0,0,0,0,7.64,785.398,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,5/7/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,11,11,2009,1,0,0,1,0,0.75,1335.177,11.1,17.2,27.49,5.05,274,terrace,open,0.49,11/11/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,4,9,2009,9,0,0,1,0,2.88,6754.424,10,14.7,33.69,5.23,281,terrace,open,0.77,4/9/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,4,16,2009,1,0,0,0,0,0.29,3455.752,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,4/16/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,79,7,8,2009,3,0,0,0,0,0,NA,10.3,20.1,27.81,4.93,170,sand,open,0.49,7/8/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,44,5,28,2009,10,0,0,1,0,5.46,3848.451,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,5/28/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,1,27,2010,7,0,0,4,0,1.04,6754.424,10,14.7,33.69,5.23,281,terrace,open,0.77,1/27/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,7,5,19,2010,1,0,0,0,0,0.91,1099.557,10.2,20,31.08,5.21,196,terrace,forrested,2.51,5/19/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,9,23,2010,1,0,0,1,0,1.16,863.938,12.6,20.5,29.17,4.91,365,sand,open,4.01,9/23/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,8,19,2009,10,0,0,3,0,4.39,6204.645,12.6,20.5,29.17,4.91,365,sand,open,4.01,8/19/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,5,25,2010,5,0,0,1,0,2.27,2199.115,12.6,20.5,29.17,4.91,365,sand,open,4.01,5/25/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,6,16,2010,2,0,0,2,0,0.8,2513.274,11.1,17.2,27.49,5.05,274,terrace,open,0.49,6/16/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,8,4,2010,3,0,0,3,0,2.73,1099.557,10,14.7,33.69,5.23,281,terrace,open,0.77,8/4/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,7,28,2010,17,0,0,15,0,9.02,1884.956,12.6,20.5,29.17,4.91,365,sand,open,4.01,7/28/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,6,4,2009,3,0,0,0,0,1.48,4869.469,10,14.7,33.69,5.23,281,terrace,open,0.77,6/4/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,11,24,2009,1,0,0,0,0,0.4,2513.274,10,14.7,33.69,5.23,281,terrace,open,0.77,11/24/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,78,5,11,2010,1,0,0,0,0,0.53,1884.956,12.6,20.5,29.17,4.91,365,sand,open,4.01,5/11/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,4,2,2009,7,0,0,1,0,1.86,9267.698,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,4/2/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,4,12,9,2009,2,0,0,0,0,1.08,1845.686,10,14.5,40.76,5.58,211,upland,forrested,1.29,12/9/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,5,19,2010,1,0,0,0,0,0.44,2277.655,10,14.7,33.69,5.23,281,terrace,open,0.77,5/19/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,6,4,2009,7,0,0,1,0,2.74,2552.544,11.1,17.2,27.49,5.05,274,terrace,open,0.49,6/4/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,40,5,25,2010,4,0,0,0,0,1.23,8560.84,10.3,20.5,41.58,5.55,365,upland,open,5.26,5/25/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,26,9,30,2010,4,0,0,0,0,5.38,1492.256,11.1,17.2,27.49,5.05,274,terrace,open,0.49,9/30/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,3,2,18,2009,13,0,0,2,0,5.52,2356.194,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,2/18/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,40,8,6,2009,1,0,0,0,0,0.41,2434.734,10.3,20.5,41.58,5.55,365,upland,open,5.26,8/6/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,11,2,12,2009,17,0,0,1,0,6.79,5890.486,10,14.7,33.69,5.23,281,terrace,open,0.77,2/12/09,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,44,4,14,2010,1,0,0,0,0,0.24,4162.61,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,4/14/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
Microcyclops sp.,4,4,7,2010,2,0,0,2,0,0.32,6243.915,10,14.5,40.76,5.58,211,upland,forrested,1.29,4/7/10,NA,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,genus,copepod,mixed,small_zooplankton,"algae, protozoans, ciliates",Best guess,0.6,Estimate based on similar UNH individual
